# error for solution in subspace	error for general solution
9.56552404822078	9.565524048220787
0.5906560868681012	0.59065608686813
0.011681883185546459	0.01168188318554252
0.0725959088128501	0.07259590881283937
1.5711083394177654	1.571108339417757
0.19980386126379396	0.1998038612637923
0.5924946144918724	0.5924946144918797
0.2412006773368394	0.24120067733684028
3.1455176061987196	3.145517606198721
0.2826642799184571	0.28266427991846066
0.4367673884054864	0.4367673884054978
2.0164786611122185	2.016478661112215
0.1546588614087303	0.1546588614087274
0.9247756254954481	0.9247756254954393
2.439191170259307	2.439191170259307
0.4520569095492278	0.4520569095492326
0.6835039302186937	0.6835039302186862
16.225798306692553	16.22579830669256
0.49984454615901636	0.49984454615901674
0.3001897482186446	0.30018974821863503
3.8297136431797902	3.82971364317979
3.1000319331785176	3.1000319331785087
10.682129730835182	10.682129730835182
4.111945658348596	4.1119456583485965
3.1701906035083867	3.1701906035083858
2.713580613995646	2.713580613995646
1.8184458415818172	1.8184458415818128
0.020942310673989536	0.0209423106740017
1.6290445140773124	1.6290445140773178
0.11029888960458883	0.11029888960457264
0.18572716323193664	0.18572716323193586
0.7764255773394706	0.7764255773394669
0.0024242028768645917	0.002424202876861566
0.6012751093126977	0.6012751093126985
0.48749724593289906	0.487497245932905
1.7405229476836495	1.740522947683649
3.046452473031904	3.046452473031907
3.332300031838812	3.3323000318388383
0.2933028932455815	0.29330289324558223
1.2622339737466195	1.2622339737466157
2.4078284737623274	2.4078284737623257
0.8569864198843884	0.8569864198844042
0.0658705137597062	0.06587051375970689
0.0581681248369595	0.05816812483696095
0.001135033925637052	0.0011350339256453823
2.174869617143024	2.1748696171430293
0.15792224266367197	0.1579222426636739
0.49662393656649334	0.4966239365665084
15.63815707093028	15.638157070930273
0.03362088290098424	0.033620882900990474
0.13849984514663571	0.13849984514663197
0.8099656376329268	0.8099656376329242
3.2640845947515014	3.2640845947514947
0.029434499939973647	0.029434499939974566
0.45542489123196406	0.45542489123196733
0.8147150046916732	0.8147150046916771
8.100302719089587	8.100302719089585
0.5946218834654772	0.5946218834654767
0.07636835506090417	0.07636835506090198
5.324164444751162	5.324164444751172
2.5130929823560857	2.5130929823560773
7.143946769441283	7.143946769441283
0.3799513992372292	0.379951399237227
2.7148719530078047	2.714871953007806
0.2024040288825167	0.2024040288825063
0.012310352533377053	0.012310352533375715
1.7553029144874455	1.7553029144874326
0.6444240023265666	0.6444240023265746
0.026868381402256513	0.026868381402257523
2.1715330186305484	2.171533018630552
0.24217208884730898	0.24217208884731312
0.03642886150734247	0.0364288615073354
1.613704171925427	1.6137041719254264
0.9889815353764558	0.9889815353764543
1.3620646466390218	1.3620646466390236
0.8276253268444229	0.8276253268444289
0.10151779013535298	0.10151779013535907
2.4926010307485473	2.4926010307485478
2.621498016237463	2.621498016237473
20.72921905667039	20.72921905667039
6.711334606131858	6.711334606131862
2.451948806819161	2.4519488068191633
4.695913826947978	4.695913826947982
0.022721883341844162	0.022721883341849707
4.086845272102271	4.086845272102272
0.04936775453609411	0.04936775453610113
2.3254477341757016	2.3254477341757003
1.1115164554791328	1.1115164554791324
1.7774949933063915	1.7774949933063948
0.29016452866010306	0.2901645286601039
0.3127106743958818	0.31271067439588796
1.9057590740099755	1.905759074009973
0.3392724068573096	0.3392724068573105
0.11820126938490465	0.11820126938489116
27.796281405921604	27.796281405921597
6.839562453927818	6.8395624539278215
0.24800595412682608	0.24800595412683024
0.028053463865913557	0.028053463865915833
1.5364278094229395	1.5364278094229389
0.6576584331316637	0.6576584331316657
9.58217310298302	9.582173102983022
0.04776414957706199	0.047764149577064145
6.102697706496147	6.102697706496141
3.001739364535582	3.0017393645355774
1.151312333314603	1.1513123333146047
0.118650671350654	0.11865067135064582
4.964248626694806	4.964248626694799
0.12188092324474888	0.12188092324473783
4.829529167739791	4.829529167739787
3.4782926419446265	3.4782926419446265
2.0553855479291037	2.0553855479290886
7.101749497817903	7.101749497817903
0.3629182028598154	0.36291820285981097
0.15134860497567781	0.15134860497566655
1.986145981466264	1.986145981466273
23.55267710755405	23.552677107554043
1.0203746624539287	1.020374662453931
1.6619605095059042	1.6619605095059045
1.3042565380616227	1.304256538061624
0.6076413298912543	0.6076413298912476
4.074730490427649	4.074730490427651
0.19985420797490694	0.19985420797490552
13.990879389105727	13.990879389105727
0.0054310036544467834	0.005431003654448495
0.7979135633618517	0.7979135633618558
2.1513078437407294	2.151307843740738
5.134635733809014	5.134635733809008
