# error for solution in subspace	error for general solution
7.2122787152884635	7.1392981396092825
4.787273616893872	4.658436900090112
2.552991449780464	2.525611676800026
4.821972071629054	4.764488624261704
6.860341697274426	6.6836631577411865
3.50431679398782	3.4609822414422537
4.490766700574582	4.163225239203801
6.189126917073188	5.96539750574481
3.57316519729157	3.5673571947813514
4.245395180081216	4.208535071911397
1.941092837751014	1.9056663365862727
1.6464600212450349	1.603030360875181
4.7658002665540105	4.7127361652704645
3.1832108438420814	3.1343467123640165
1.7944886732708074	1.7590769082213358
6.9443778587948835	6.708728319778639
3.1758989401095747	2.9567533249055935
3.0260399600502175	2.9705402222104946
2.2968940228195214	2.2838990398214896
1.9285154016868506	1.830054307707202
0.7338509634251972	0.6847967647200716
0.9075132331480159	0.837351714084842
7.869710403315087	7.025647820383431
0.9988392795963243	0.9770009415545129
2.9874544724114735	2.932682592389076
0.6292973036739727	0.6175582880786492
2.3873783929825225	2.32918875259092
2.5867474933812744	2.5647350424647817
12.052460062230265	11.737595361292692
4.061492910552593	3.966028446588259
0.41419375911954776	0.3989977951048036
2.819691463115011	2.756448415114493
3.18382714991108	3.1076654424167556
5.490424008215609	5.4240601854637305
2.489974131843913	2.4130615948241325
5.037132780115138	5.004334163250421
5.432303310102509	5.196027291241027
1.5040342043180512	1.4582193927769316
3.2031782110524833	3.164329123891875
4.523309247235116	4.426983151608398
1.254090208302442	1.1942039405485982
6.032607518591146	5.9211152974705
1.1458783812550923	1.138920360155141
3.115487173330312	2.9410601617008254
2.267949834295208	2.220946355557137
3.000784412319027	2.9221608860481005
7.427983600916157	7.05868064499868
5.214687496550494	5.14786083364604
4.690880371100646	4.450484393682632
3.628261270369237	3.356143165423784
1.747226594430065	1.710483939619184
5.390992617471431	5.337721127915083
2.748051699283315	2.7222118431129867
2.648885644780248	2.545221310265616
3.9321192701598737	3.882767553981855
3.8512985578147636	3.783458352250409
3.5889535276818556	3.4656719534260265
4.618566367657432	4.501533283435901
1.7589475496156601	1.6104601174828712
0.3797553058245221	0.35944844213952215
5.786713197332002	5.6997040497122375
1.6318977335112426	1.6108025713563572
3.5903955008892123	3.5659270327211954
3.9000301103367234	3.6769052952823977
6.198952266550921	5.937801282009999
1.916767638687272	1.8863333430986202
4.54657841677881	4.435277319668481
2.9144981999823223	2.8096663814102896
3.9817842314534384	3.6578081923713874
2.946144267946608	2.8973171434290084
1.7250847471885327	1.668783804873274
3.7813694981176953	3.7230775315258375
0.8539071011761264	0.8136816933066082
4.305184977802492	4.233343377048979
6.855221537716766	6.499625661306319
3.3974833519020757	3.358386577384156
2.2244679522556776	2.164370626556224
4.6873729515553295	4.551652915086144
1.8367922110512938	1.8223451634017689
3.1670491588767913	3.059094255308009
4.668794872760053	4.614746797346484
1.1594310108275343	1.1380718491252237
