# error for solution in subspace	error for general solution
18.93467152521527	18.93467152521528
12.229947058007442	12.229947058007447
29.256042751214352	29.256042751214316
11.917260523707393	11.917260523707395
6.398240421608056	6.398240421608086
13.679043830162607	13.6790438301626
14.034591688248733	14.034591688248709
17.208617637094914	17.208617637094918
7.883163603748691	7.883163603748733
7.320926850247258	7.3209268502472895
2.6988412517419347	2.6988412517419222
11.79105407234466	11.791054072344652
7.206658170654145	7.20665817065413
55.59829317743218	55.59829317743216
23.77715677824984	23.777156778249825
11.507470561654294	11.507470561654292
18.284200733045566	18.28420073304552
28.114859096053042	28.114859096053067
17.685835790405932	17.68583579040593
24.23919301556334	24.239193015563387
8.569192492179944	8.569192492179944
16.394024924202487	16.39402492420247
17.507629979911158	17.50762997991113
2.473205517616787	2.4732055176168024
6.597872895360476	6.597872895360579
10.61364946037222	10.613649460372189
12.858532331731242	12.858532331731237
20.133549415964026	20.13354941596398
20.922716602144764	20.922716602144753
27.21019711172995	27.21019711172995
13.488850289269433	13.48885028926945
12.963543973802699	12.963543973802633
8.171930154551626	8.171930154551541
2.913166667254123	2.91316666725413
29.25244664568285	29.252446645682774
8.624769153624896	8.624769153624818
21.38131885788912	21.38131885788914
12.128081842694439	12.128081842694444
10.61173896012453	10.61173896012453
3.5254681299713115	3.5254681299713515
5.053533901622538	5.053533901622528
19.210013125852367	19.21001312585237
7.313582885467566	7.31358288546761
12.285743870392201	12.285743870392187
12.950875249121552	12.950875249121468
12.28552587193551	12.285525871935477
4.922856649528747	4.922856649528754
16.775567102789374	16.77556710278941
11.236272043303503	11.236272043303527
31.985271967562152	31.985271967562174
5.793252466707255	5.793252466707265
14.895318870949975	14.895318870949957
45.35516059968866	45.355160599688666
4.093409762953151	4.09340976295315
22.694095259755702	22.6940952597557
4.639256970666122	4.6392569706660725
20.44597490139192	20.445974901391956
13.324775110963111	13.324775110963174
5.9817061543877745	5.981706154387738
6.450735167861934	6.450735167861968
8.768094192245812	8.768094192245716
10.624627560008399	10.62462756000842
20.810357033470506	20.810357033470517
9.618675162568852	9.618675162568842
7.390064018046891	7.390064018046937
1.3386896458080944	1.3386896458080686
29.399553472468515	29.39955347246854
9.862970423870227	9.862970423870216
12.680937046454856	12.680937046454805
17.358273039534975	17.358273039534943
20.882999765510377	20.882999765510384
12.882642596087493	12.882642596087521
12.63400213691537	12.634002136915374
8.889408118769314	8.889408118769351
11.629217733124774	11.629217733124612
7.763433118070696	7.7634331180706395
9.899317399601074	9.899317399601076
19.67873598089768	19.678735980897677
1.624305638800422	1.6243056388004498
19.874046621365398	19.87404662136539
4.478130284403903	4.478130284403912
6.315928388368094	6.315928388368181
5.028482593210177	5.028482593210213
5.404337763330839	5.404337763330837
10.485163767594184	10.485163767594207
2.850333002366351	2.850333002366339
11.309938555749028	11.309938555748982
2.002726373354687	2.002726373354711
26.480632852304897	26.480632852304876
7.345619045217737	7.345619045217744
14.533165781805202	14.533165781805213
9.470797121746493	9.47079712174646
14.753261860829916	14.7532618608299
3.7730408116087917	3.773040811608804
8.949030759503938	8.949030759503971
9.591412202302584	9.591412202302537
6.763388056476714	6.763388056476702
1.210979113991724	1.2109791139917163
5.352062727985123	5.352062727985105
11.359924370094397	11.359924370094335
3.032461007778643	3.0324610077786054
4.143545188498387	4.143545188498373
35.754938609523435	35.75493860952344
23.551453266590713	23.551453266590688
2.277442410958593	2.277442410958622
15.255251615925983	15.25525161592595
14.65398418537053	14.653984185370662
4.091728551536722	4.09172855153674
9.049902424808174	9.049902424808172
4.875113765019743	4.87511376501978
16.08248368598619	16.08248368598621
21.356332988240446	21.356332988240425
5.510654372758453	5.510654372758478
6.412329160796759	6.412329160796782
12.69862420311125	12.69862420311126
8.291341023846115	8.291341023846126
15.430080038976605	15.43008003897662
6.46355090264867	6.46355090264869
11.623215301408516	11.623215301408505
3.692356349311736	3.692356349311707
8.403912363453815	8.403912363453836
12.603313764872883	12.603313764872839
12.645453488016495	12.64545348801648
7.100001122885203	7.100001122885206
1.6935980448029635	1.693598044802997
6.880795067399048	6.88079506739907
10.075485946817409	10.075485946817361
1.1385387572838348	1.1385387572838601
2.5655415915297692	2.5655415915297612
14.057419010763965	14.057419010763981
1.9494802374809859	1.9494802374809397
1.069701704817245	1.06970170481721
11.505597931501642	11.505597931501622
9.984695328900797	9.984695328900795
10.656796166315221	10.656796166315232
15.351451418994897	15.351451418994907
20.81831735160354	20.818317351603547
9.096043902617609	9.096043902617614
3.8111568490874244	3.811156849087448
8.594792395216473	8.594792395216512
1.3551190064463265	1.35511900644631
4.8130165908959635	4.813016590896002
13.31677750036432	13.316777500364314
5.769244797853104	5.769244797853054
11.76307327801972	11.763073278019734
33.91963221844981	33.919632218449834
39.09452165952342	39.09452165952346
7.679972728543225	7.679972728543251
20.46348298737245	20.463482987372476
0.7206060280806773	0.7206060280806417
5.825668024988626	5.82566802498864
25.483003231747336	25.483003231747336
7.884577908223171	7.884577908223151
12.415563375969228	12.415563375969242
9.351039875807142	9.35103987580713
20.097764119279912	20.09776411927989
7.15824987959552	7.158249879595476
3.1654031312720763	3.165403131271989
23.789824213818175	23.78982421381817
1.9754081697015178	1.9754081697015324
4.098419900017848	4.098419900017832
16.190612912191625	16.19061291219166
9.64874341965695	9.648743419656908
3.0270106476964327	3.0270106476964695
18.541959084000105	18.541959084000137
6.420006161959545	6.420006161959463
4.4883109515237924	4.488310951523802
10.986892821560119	10.986892821560128
4.3262014598110765	4.326201459811058
1.6231509878058497	1.6231509878058368
6.269213528337825	6.269213528337794
2.9536232453511766	2.9536232453511815
9.344562520630364	9.34456252063039
25.107312215210452	25.10731221521046
8.364631912855058	8.36463191285503
15.677949035970304	15.677949035970311
9.37033883654954	9.370338836549495
24.65781888079609	24.65781888079605
9.689157775102887	9.689157775102856
19.109479900334467	19.10947990033447
3.6391666769130477	3.639166676901828
